CID,#PrimaryAssays,AssayPromiscuity_Primary,APP %,TargetPromiscuity_Primary,TPP %,#ConfirmatoryAssays,AssayPromiscuity_Confirmatory,APC %,TargetPromiscuity_Confirmatory,TPC %,PhenolCount,[ PercentRanks (PR's) follow ]  ------>,PR APP,PR TPP,PR APC,PR TPC
948573,427,15,3.50%,9,2.10%,107,7,6.50%,6,5.60%,0,,88.6%,88.4%,86.9%,87.0%
952079,519,3,0.60%,3,0.60%,118,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
957562,522,3,0.60%,3,0.60%,126,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
962108,341,0,0.00%,0,0.00%,90,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
966575,433,0,0.00%,0,0.00%,110,1,0.90%,1,0.90%,0,,0.0%,0.0%,51.8%,52.1%
968971,341,4,1.20%,3,0.90%,86,1,1.20%,1,1.20%,0,,68.9%,72.2%,59.1%,60.1%
969169,344,1,0.30%,1,0.30%,85,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
973289,344,3,0.90%,3,0.90%,87,1,1.10%,1,1.10%,0,,61.3%,72.2%,57.9%,58.9%
974163,524,9,1.70%,2,0.40%,125,1,0.80%,1,0.80%,0,,76.6%,48.4%,49.7%,49.9%
974167,458,5,1.10%,2,0.40%,102,0,0.00%,0,0.00%,0,,66.2%,48.4%,0.0%,0.0%
974177,426,3,0.70%,2,0.50%,112,0,0.00%,0,0.00%,0,,56.1%,56.4%,0.0%,0.0%
974178,515,3,0.60%,1,0.20%,113,0,0.00%,0,0.00%,0,,52.6%,32.4%,0.0%,0.0%
974180,428,0,0.00%,0,0.00%,98,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
974184,548,15,2.70%,9,1.60%,115,4,3.50%,4,3.50%,0,,84.8%,84.0%,77.2%,79.9%
974237,536,2,0.40%,1,0.20%,119,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
974727,518,0,0.00%,0,0.00%,120,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
974926,340,0,0.00%,0,0.00%,88,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
975807,519,1,0.20%,0,0.00%,122,0,0.00%,0,0.00%,0,,27.4%,0.0%,0.0%,0.0%
976225,423,0,0.00%,0,0.00%,106,1,0.90%,1,0.90%,0,,0.0%,0.0%,51.8%,52.1%
978403,422,3,0.70%,2,0.50%,108,2,1.90%,2,1.90%,0,,56.1%,56.4%,66.4%,68.0%
978413,386,2,0.50%,1,0.30%,92,1,1.10%,1,1.10%,0,,47.3%,40.9%,57.9%,58.9%
982029,342,0,0.00%,0,0.00%,83,1,1.20%,1,1.20%,0,,0.0%,0.0%,59.1%,60.1%
983999,428,0,0.00%,0,0.00%,110,2,1.80%,1,0.90%,0,,0.0%,0.0%,64.9%,52.1%
985344,456,9,2.00%,5,1.10%,98,3,3.10%,3,3.10%,0,,79.5%,76.9%,75.7%,78.2%
986543,349,3,0.90%,3,0.90%,81,4,4.90%,4,4.90%,0,,61.3%,72.2%,83.2%,85.3%
986547,427,0,0.00%,0,0.00%,111,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
987627,371,5,1.30%,2,0.50%,95,0,0.00%,0,0.00%,0,,70.6%,56.4%,0.0%,0.0%
988703,479,7,1.50%,5,1.00%,106,2,1.90%,2,1.90%,0,,73.6%,74.9%,66.4%,68.0%
988715,536,3,0.60%,2,0.40%,115,3,2.60%,2,1.70%,0,,52.6%,48.4%,72.9%,65.7%
988814,484,8,1.70%,4,0.80%,107,0,0.00%,0,0.00%,0,,76.6%,70.1%,0.0%,0.0%
1008516,299,3,1.00%,2,0.70%,52,0,0.00%,0,0.00%,0,,64.2%,66.9%,0.0%,0.0%
1042664,300,1,0.30%,1,0.30%,55,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
1042814,315,15,4.80%,15,4.80%,51,12,23.50%,9,17.60%,0,,92.7%,95.9%,98.4%,98.0%
1042853,437,1,0.20%,1,0.20%,110,1,0.90%,1,0.90%,0,,27.4%,32.4%,51.8%,52.1%
1045432,472,8,1.70%,5,1.10%,112,0,0.00%,0,0.00%,0,,76.6%,76.9%,0.0%,0.0%
1049991,445,0,0.00%,0,0.00%,111,1,0.90%,1,0.90%,0,,0.0%,0.0%,51.8%,52.1%
1067750,337,0,0.00%,0,0.00%,84,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1067818,484,2,0.40%,2,0.40%,113,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
1068432,314,29,9.20%,23,7.30%,103,28,27.20%,23,22.30%,0,,96.8%,98.0%,99.1%,99.0%
1099861,309,1,0.30%,1,0.30%,81,2,2.50%,2,2.50%,0,,34.4%,40.9%,72.3%,74.7%
1103595,338,1,0.30%,0,0.00%,86,0,0.00%,0,0.00%,0,,34.4%,0.0%,0.0%,0.0%
1104642,429,1,0.20%,1,0.20%,109,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1109319,312,3,1.00%,2,0.60%,85,1,1.20%,1,1.20%,0,,64.2%,62.4%,59.1%,60.1%
1112949,437,8,1.80%,5,1.10%,101,0,0.00%,0,0.00%,0,,77.7%,76.9%,0.0%,0.0%
1121645,520,9,1.70%,7,1.30%,127,5,3.90%,3,2.40%,0,,76.6%,80.4%,79.4%,73.9%
1122377,335,0,0.00%,0,0.00%,86,2,2.30%,2,2.30%,0,,0.0%,0.0%,71.0%,73.4%
1142028,474,1,0.20%,1,0.20%,117,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1177125,425,1,0.20%,1,0.20%,110,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1179486,454,0,0.00%,0,0.00%,108,3,2.80%,3,2.80%,0,,0.0%,0.0%,73.7%,76.1%
1181159,455,6,1.30%,4,0.90%,108,0,0.00%,0,0.00%,0,,70.6%,72.2%,0.0%,0.0%
1181212,459,29,6.30%,13,2.80%,102,3,2.90%,2,2.00%,0,,95.0%,92.3%,74.5%,70.5%
1182909,436,0,0.00%,0,0.00%,109,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1184598,338,1,0.30%,1,0.30%,86,1,1.20%,1,1.20%,0,,34.4%,40.9%,59.1%,60.1%
1185329,478,2,0.40%,2,0.40%,111,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
1188213,453,3,0.70%,2,0.40%,106,3,2.80%,2,1.90%,0,,56.1%,48.4%,73.7%,68.0%
1191206,517,8,1.50%,6,1.20%,119,3,2.50%,3,2.50%,0,,73.6%,78.8%,72.3%,74.7%
1201743,511,3,0.60%,3,0.60%,124,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
1203647,309,1,0.30%,1,0.30%,55,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
1204410,455,8,1.80%,6,1.30%,99,2,2.00%,2,2.00%,0,,77.7%,80.4%,68.5%,70.5%
1206127,456,8,1.80%,5,1.10%,101,8,7.90%,7,6.90%,0,,77.7%,76.9%,89.2%,89.6%
1206906,461,3,0.70%,3,0.70%,115,2,1.70%,1,0.90%,0,,56.1%,66.9%,64.1%,52.1%
1207945,398,35,8.80%,29,7.30%,98,23,23.50%,19,19.40%,0,,96.6%,98.0%,98.4%,98.4%
1209037,433,3,0.70%,2,0.50%,105,1,1.00%,1,1.00%,0,,56.1%,56.4%,55.5%,56.1%
1209038,375,2,0.50%,1,0.30%,107,0,0.00%,0,0.00%,0,,47.3%,40.9%,0.0%,0.0%
1209375,450,9,2.00%,6,1.30%,111,8,7.20%,8,7.20%,0,,79.5%,80.4%,88.1%,90.3%
1211342,436,4,0.90%,3,0.70%,114,2,1.80%,2,1.80%,0,,61.3%,66.9%,64.9%,66.4%
1211993,469,20,4.30%,10,2.10%,105,5,4.80%,5,4.80%,0,,91.4%,88.4%,82.9%,85.0%
1211997,453,9,2.00%,5,1.10%,105,1,1.00%,1,1.00%,0,,79.5%,76.9%,55.5%,56.1%
1212000,459,8,1.70%,4,0.90%,105,3,2.90%,3,2.90%,0,,76.6%,72.2%,74.5%,76.8%
1216323,467,8,1.70%,5,1.10%,111,2,1.80%,1,0.90%,0,,76.6%,76.9%,64.9%,52.1%
1217852,452,2,0.40%,1,0.20%,108,2,1.90%,2,1.90%,0,,40.7%,32.4%,66.4%,68.0%
1218198,424,0,0.00%,0,0.00%,112,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1218199,430,2,0.50%,1,0.20%,116,0,0.00%,0,0.00%,0,,47.3%,32.4%,0.0%,0.0%
1218387,461,2,0.40%,1,0.20%,113,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
1224017,455,4,0.90%,1,0.20%,108,1,0.90%,1,0.90%,0,,61.3%,32.4%,51.8%,52.1%
1224027,454,5,1.10%,4,0.90%,109,2,1.80%,1,0.90%,0,,66.2%,72.2%,64.9%,52.1%
1228499,430,1,0.20%,1,0.20%,111,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1234116,450,7,1.60%,3,0.70%,116,0,0.00%,0,0.00%,0,,75.5%,66.9%,0.0%,0.0%
1235194,425,1,0.20%,1,0.20%,106,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1236722,445,9,2.00%,9,2.00%,114,2,1.80%,2,1.80%,0,,79.5%,87.6%,64.9%,66.4%
1237990,463,7,1.50%,2,0.40%,110,1,0.90%,1,0.90%,0,,73.6%,48.4%,51.8%,52.1%
1238812,275,0,0.00%,0,0.00%,47,1,2.10%,1,2.10%,0,,0.0%,0.0%,70.1%,72.2%
1240161,540,2,0.40%,1,0.20%,125,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
1242618,515,8,1.60%,3,0.60%,118,4,3.40%,4,3.40%,0,,75.5%,62.4%,76.9%,79.4%
1242620,474,13,2.70%,5,1.10%,103,2,1.90%,2,1.90%,0,,84.8%,76.9%,66.4%,68.0%
1242643,509,0,0.00%,0,0.00%,123,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1242684,513,5,1.00%,2,0.40%,119,1,0.80%,1,0.80%,0,,64.2%,48.4%,49.7%,49.9%
1245041,436,13,3.00%,11,2.50%,105,13,12.40%,12,11.40%,0,,86.3%,91.3%,94.0%,95.1%
1249798,462,5,1.10%,4,0.90%,99,0,0.00%,0,0.00%,0,,66.2%,72.2%,0.0%,0.0%
1250650,434,6,1.40%,5,1.20%,112,0,0.00%,0,0.00%,0,,72.0%,78.8%,0.0%,0.0%
1252604,432,0,0.00%,0,0.00%,110,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1253521,551,6,1.10%,2,0.40%,121,1,0.80%,1,0.80%,0,,66.2%,48.4%,49.7%,49.9%
1262920,422,4,0.90%,1,0.20%,106,3,2.80%,2,1.90%,0,,61.3%,32.4%,73.7%,68.0%
1263030,341,11,3.20%,8,2.30%,81,2,2.50%,1,1.20%,0,,87.1%,90.1%,72.3%,60.1%
1263252,337,2,0.60%,2,0.60%,84,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
1263829,470,1,0.20%,1,0.20%,101,5,5.00%,5,5.00%,0,,27.4%,32.4%,83.5%,85.6%
1265303,346,11,3.20%,4,1.20%,86,2,2.30%,2,2.30%,0,,87.1%,78.8%,71.0%,73.4%
1265789,431,10,2.30%,6,1.40%,107,6,5.60%,4,3.70%,0,,81.7%,81.7%,84.9%,80.7%
1269245,432,1,0.20%,1,0.20%,106,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1285279,471,11,2.30%,4,0.80%,107,3,2.80%,3,2.80%,0,,81.7%,70.1%,73.7%,76.1%
1289423,338,0,0.00%,0,0.00%,83,2,2.40%,2,2.40%,0,,0.0%,0.0%,71.5%,73.9%
1295483,515,7,1.40%,3,0.60%,120,0,0.00%,0,0.00%,0,,72.0%,62.4%,0.0%,0.0%
1295756,428,2,0.50%,1,0.20%,109,0,0.00%,0,0.00%,0,,47.3%,32.4%,0.0%,0.0%
1296518,439,1,0.20%,0,0.00%,111,1,0.90%,1,0.90%,0,,27.4%,0.0%,51.8%,52.1%
1298000,460,2,0.40%,1,0.20%,115,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
1300651,490,11,2.20%,4,0.80%,122,0,0.00%,0,0.00%,0,,81.2%,70.1%,0.0%,0.0%
1304410,385,1,0.30%,1,0.30%,93,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
1305812,548,13,2.40%,8,1.50%,115,7,6.10%,6,5.20%,0,,82.7%,82.6%,86.0%,86.3%
1306464,516,15,2.90%,8,1.60%,126,5,4.00%,4,3.20%,0,,85.7%,84.0%,80.0%,78.6%
1306509,251,1,0.40%,1,0.40%,60,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
1307205,428,4,0.90%,1,0.20%,110,0,0.00%,0,0.00%,0,,61.3%,32.4%,0.0%,0.0%
1307764,382,1,0.30%,1,0.30%,104,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
1308519,519,7,1.30%,3,0.60%,127,3,2.40%,3,2.40%,0,,70.6%,62.4%,71.5%,73.9%
1312855,525,8,1.50%,3,0.60%,108,7,6.50%,6,5.60%,0,,73.6%,62.4%,86.9%,87.0%
1312921,492,1,0.20%,0,0.00%,124,0,0.00%,0,0.00%,0,,27.4%,0.0%,0.0%,0.0%
1315810,433,2,0.50%,1,0.20%,109,0,0.00%,0,0.00%,0,,47.3%,32.4%,0.0%,0.0%
1316423,437,4,0.90%,1,0.20%,110,2,1.80%,2,1.80%,0,,61.3%,32.4%,64.9%,66.4%
1316513,428,5,1.20%,2,0.50%,101,1,1.00%,1,1.00%,0,,68.9%,56.4%,55.5%,56.1%
1319039,346,6,1.70%,4,1.20%,88,0,0.00%,0,0.00%,0,,76.6%,78.8%,0.0%,0.0%
1320902,476,5,1.10%,3,0.60%,102,3,2.90%,3,2.90%,0,,66.2%,62.4%,74.5%,76.8%
1321373,511,9,1.80%,5,1.00%,119,2,1.70%,1,0.80%,0,,77.7%,74.9%,64.1%,49.9%
1322177,482,7,1.50%,4,0.80%,110,4,3.60%,3,2.70%,0,,73.6%,70.1%,77.6%,75.6%
1322336,368,3,0.80%,2,0.50%,53,1,1.90%,1,1.90%,0,,59.3%,56.4%,66.4%,68.0%
1324506,443,1,0.20%,0,0.00%,112,0,0.00%,0,0.00%,0,,27.4%,0.0%,0.0%,0.0%
1325092,455,1,0.20%,1,0.20%,107,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1325191,497,5,1.00%,3,0.60%,111,0,0.00%,0,0.00%,0,,64.2%,62.4%,0.0%,0.0%
1325383,342,0,0.00%,0,0.00%,86,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1325425,498,7,1.40%,6,1.20%,99,2,2.00%,2,2.00%,0,,72.0%,78.8%,68.5%,70.5%
1331563,431,0,0.00%,0,0.00%,113,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1332152,430,1,0.20%,1,0.20%,108,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1332572,540,5,0.90%,4,0.70%,118,0,0.00%,0,0.00%,0,,61.3%,66.9%,0.0%,0.0%
1333026,340,1,0.30%,0,0.00%,83,0,0.00%,0,0.00%,0,,34.4%,0.0%,0.0%,0.0%
1333153,440,9,2.00%,9,2.00%,96,13,13.50%,11,11.50%,0,,79.5%,87.6%,94.6%,95.1%
1347532,447,10,2.20%,5,1.10%,96,5,5.20%,4,4.20%,0,,81.2%,76.9%,84.2%,83.2%
1347759,433,8,1.80%,7,1.60%,102,11,10.80%,10,9.80%,0,,77.7%,84.0%,92.7%,93.7%
1352009,457,1,0.20%,1,0.20%,115,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1363628,280,0,0.00%,0,0.00%,86,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1364686,253,3,1.20%,2,0.80%,70,0,0.00%,0,0.00%,0,,68.9%,70.1%,0.0%,0.0%
1377821,421,2,0.50%,1,0.20%,105,2,1.90%,2,1.90%,0,,47.3%,32.4%,66.4%,68.0%
1377840,481,7,1.50%,6,1.20%,101,5,5.00%,5,5.00%,0,,73.6%,78.8%,83.5%,85.6%
1383175,349,9,2.60%,4,1.10%,84,1,1.20%,1,1.20%,0,,84.0%,76.9%,59.1%,60.1%
1383581,342,5,1.50%,2,0.60%,82,4,4.90%,4,4.90%,0,,73.6%,62.4%,83.2%,85.3%
1383603,468,2,0.40%,2,0.40%,109,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
1415779,384,2,0.50%,1,0.30%,102,2,2.00%,1,1.00%,0,,47.3%,40.9%,68.5%,56.1%
1424927,346,10,2.90%,4,1.20%,84,0,0.00%,0,0.00%,0,,85.7%,78.8%,0.0%,0.0%
1424943,341,12,3.50%,7,2.10%,85,3,3.50%,3,3.50%,0,,88.6%,88.4%,77.2%,79.9%
1471585,348,3,0.90%,3,0.90%,87,0,0.00%,0,0.00%,0,,61.3%,72.2%,0.0%,0.0%
1471675,436,11,2.50%,6,1.40%,105,2,1.90%,2,1.90%,0,,83.2%,81.7%,66.4%,68.0%
1471685,433,4,0.90%,3,0.70%,103,4,3.90%,4,3.90%,0,,61.3%,66.9%,79.4%,82.0%
1472182,425,1,0.20%,1,0.20%,109,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1472795,385,0,0.00%,0,0.00%,102,1,1.00%,1,1.00%,0,,0.0%,0.0%,55.5%,56.1%
1473345,425,0,0.00%,0,0.00%,111,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1473358,446,29,6.50%,17,3.80%,107,17,15.90%,9,8.40%,0,,95.2%,94.7%,96.2%,92.0%
1474654,460,6,1.30%,4,0.90%,112,3,2.70%,3,2.70%,0,,70.6%,72.2%,73.2%,75.6%
1474692,450,2,0.40%,2,0.40%,109,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
1474770,346,12,3.50%,4,1.20%,83,4,4.80%,4,4.80%,0,,88.6%,78.8%,82.9%,85.0%
1475379,428,3,0.70%,1,0.20%,105,2,1.90%,2,1.90%,0,,56.1%,32.4%,66.4%,68.0%
1478559,475,11,2.30%,7,1.50%,99,8,8.10%,7,7.10%,0,,81.7%,82.6%,89.5%,90.0%
1478699,432,3,0.70%,2,0.50%,99,6,6.10%,6,6.10%,0,,56.1%,56.4%,86.0%,88.3%
1479260,429,0,0.00%,0,0.00%,110,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1480055,434,16,3.70%,9,2.10%,103,4,3.90%,4,3.90%,0,,89.6%,88.4%,79.4%,82.0%
1489107,435,12,2.80%,7,1.60%,106,2,1.90%,2,1.90%,0,,85.3%,84.0%,66.4%,68.0%
1490119,424,1,0.20%,1,0.20%,109,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1490252,452,1,0.20%,1,0.20%,111,2,1.80%,1,0.90%,0,,27.4%,32.4%,64.9%,52.1%
1491097,423,0,0.00%,0,0.00%,101,2,2.00%,2,2.00%,0,,0.0%,0.0%,68.5%,70.5%
1494341,342,7,2.00%,5,1.50%,83,6,7.20%,5,6.00%,0,,79.5%,82.6%,88.1%,88.0%
1513334,421,1,0.20%,1,0.20%,107,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1522942,431,1,0.20%,1,0.20%,116,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1522952,440,2,0.50%,2,0.50%,113,1,0.90%,1,0.90%,0,,47.3%,56.4%,51.8%,52.1%
1523617,507,2,0.40%,1,0.20%,126,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
1547789,425,7,1.60%,5,1.20%,100,3,3.00%,3,3.00%,0,,75.5%,78.8%,75.2%,77.7%
1548542,457,1,0.20%,1,0.20%,117,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1549026,283,0,0.00%,0,0.00%,160,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1549210,377,10,2.70%,6,1.60%,94,6,6.40%,5,5.30%,0,,84.8%,84.0%,86.6%,86.5%
1550132,437,3,0.70%,2,0.50%,105,4,3.80%,4,3.80%,0,,56.1%,56.4%,78.5%,81.2%
1550133,453,6,1.30%,4,0.90%,108,5,4.60%,5,4.60%,0,,70.6%,72.2%,82.4%,84.5%
1550192,434,8,1.80%,4,0.90%,99,2,2.00%,1,1.00%,0,,77.7%,72.2%,68.5%,56.1%
1550329,191,0,0.00%,0,0.00%,45,3,6.70%,2,4.40%,0,,0.0%,0.0%,87.1%,84.0%
1550522,474,18,3.80%,11,2.30%,110,3,2.70%,3,2.70%,0,,90.1%,90.1%,73.2%,75.6%
1550607,434,6,1.40%,2,0.50%,115,0,0.00%,0,0.00%,0,,72.0%,56.4%,0.0%,0.0%
1550748,238,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1550884,270,0,0.00%,0,0.00%,127,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1551000,455,24,5.30%,21,4.60%,103,22,21.40%,22,21.40%,0,,93.7%,95.7%,98.0%,98.8%
1551028,429,1,0.20%,0,0.00%,111,1,0.90%,1,0.90%,0,,27.4%,0.0%,51.8%,52.1%
1551553,539,1,0.20%,1,0.20%,115,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1555234,338,2,0.60%,1,0.30%,86,0,0.00%,0,0.00%,0,,52.6%,40.9%,0.0%,0.0%
1561320,446,12,2.70%,5,1.10%,108,1,0.90%,1,0.90%,0,,84.8%,76.9%,51.8%,52.1%
1561718,419,1,0.20%,1,0.20%,108,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1563374,433,2,0.50%,1,0.20%,110,0,0.00%,0,0.00%,0,,47.3%,32.4%,0.0%,0.0%
1568418,515,1,0.20%,1,0.20%,126,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1569493,430,0,0.00%,0,0.00%,110,1,0.90%,1,0.90%,0,,0.0%,0.0%,51.8%,52.1%
1579310,347,9,2.60%,6,1.70%,79,6,7.60%,6,7.60%,0,,84.0%,85.1%,88.7%,90.9%
1583751,505,1,0.20%,1,0.20%,121,1,0.80%,1,0.80%,0,,27.4%,32.4%,49.7%,49.9%
1583757,419,4,1.00%,1,0.20%,104,2,1.90%,2,1.90%,0,,64.2%,32.4%,66.4%,68.0%
1583840,522,5,1.00%,3,0.60%,122,1,0.80%,1,0.80%,0,,64.2%,62.4%,49.7%,49.9%
1585206,509,10,2.00%,4,0.80%,116,1,0.90%,1,0.90%,0,,79.5%,70.1%,51.8%,52.1%
1589806,463,11,2.40%,6,1.30%,102,3,2.90%,2,2.00%,0,,82.7%,80.4%,74.5%,70.5%
1608570,376,0,0.00%,0,0.00%,105,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1611336,448,1,0.20%,0,0.00%,115,0,0.00%,0,0.00%,0,,27.4%,0.0%,0.0%,0.0%
1614226,394,29,7.40%,16,4.10%,91,13,14.30%,10,11.00%,0,,95.9%,95.1%,95.2%,94.7%
1622521,542,1,0.20%,1,0.20%,124,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1622524,516,1,0.20%,1,0.20%,129,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1622624,540,1,0.20%,1,0.20%,125,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1637858,470,2,0.40%,1,0.20%,112,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
1638351,441,7,1.60%,5,1.10%,109,2,1.80%,2,1.80%,0,,75.5%,76.9%,64.9%,66.4%
1653786,201,4,2.00%,2,1.00%,53,0,0.00%,0,0.00%,0,,79.5%,74.9%,0.0%,0.0%
1689835,446,21,4.70%,9,2.00%,103,3,2.90%,3,2.90%,0,,92.4%,87.6%,74.5%,76.8%
1695868,470,20,4.30%,11,2.30%,98,7,7.10%,7,7.10%,0,,91.4%,90.1%,88.0%,90.0%
1695962,432,1,0.20%,1,0.20%,106,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1711476,307,2,0.70%,1,0.30%,87,0,0.00%,0,0.00%,0,,56.1%,40.9%,0.0%,0.0%
1712193,511,1,0.20%,1,0.20%,125,2,1.60%,2,1.60%,0,,27.4%,32.4%,63.2%,64.6%
1712296,305,6,2.00%,3,1.00%,50,1,2.00%,1,2.00%,0,,79.5%,74.9%,68.5%,70.5%
1712876,265,4,1.50%,2,0.80%,96,1,1.00%,1,1.00%,0,,73.6%,70.1%,55.5%,56.1%
1714230,443,12,2.70%,7,1.60%,108,4,3.70%,4,3.70%,0,,84.8%,84.0%,78.1%,80.7%
1714291,342,1,0.30%,1,0.30%,87,1,1.10%,1,1.10%,0,,34.4%,40.9%,57.9%,58.9%
1715236,429,26,6.10%,15,3.50%,106,12,11.30%,10,9.40%,0,,94.7%,94.3%,93.1%,93.3%
1717489,342,0,0.00%,0,0.00%,85,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1721009,521,7,1.30%,6,1.20%,129,3,2.30%,2,1.60%,0,,70.6%,78.8%,71.0%,64.6%
1736341,478,40,8.40%,21,4.40%,108,23,21.30%,16,14.80%,0,,96.5%,95.4%,97.9%,97.0%
1748177,283,1,0.40%,0,0.00%,85,1,1.20%,1,1.20%,0,,40.7%,0.0%,59.1%,60.1%
1748263,285,2,0.70%,1,0.40%,85,0,0.00%,0,0.00%,0,,56.1%,48.4%,0.0%,0.0%
1756838,534,3,0.60%,3,0.60%,121,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
1756873,281,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1760987,430,15,3.50%,8,1.90%,103,8,7.80%,7,6.80%,0,,88.6%,86.9%,89.0%,89.5%
1761867,514,1,0.20%,1,0.20%,119,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
1761979,268,7,2.60%,6,2.20%,80,5,6.30%,5,6.30%,0,,84.0%,89.5%,86.4%,88.6%
1765268,91,1,1.10%,0,0.00%,68,0,0.00%,0,0.00%,0,,66.2%,0.0%,0.0%,0.0%
1765449,527,18,3.40%,8,1.50%,98,8,8.20%,7,7.10%,0,,88.1%,82.6%,89.7%,90.0%
1765923,285,8,2.80%,5,1.80%,72,7,9.70%,7,9.70%,0,,85.3%,86.1%,91.7%,93.7%
1778877,425,1,0.20%,1,0.20%,105,2,1.90%,2,1.90%,0,,27.4%,32.4%,66.4%,68.0%
1779245,499,0,0.00%,0,0.00%,124,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
1781413,261,1,0.40%,1,0.40%,64,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
1784218,338,1,0.30%,1,0.30%,85,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
1784349,347,11,3.20%,8,2.30%,94,8,8.50%,5,5.30%,0,,87.1%,90.1%,90.2%,86.5%
1785096,339,1,0.30%,1,0.30%,81,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
